Household_ID,Postcode,lat,lon,Age,Employment_Status,Household_Size,Num_Children,Disability,Annual_Income,Savings_Capital,Monthly_Rent,Tenure_Years,Property_Beds,EPC_Rating,Benefits_Eligible,Benefits_Claimed,Council_Tax_Arrears,Rent_Arrears
LEI-1519,EH6 4,55.96324916099547,-3.1838626579658946,31,Full-time,3,2,No,25710,18730,1018,15.4,4,C,Child Benefit,Child Benefit,No,0
LEI-1520,EH6 4,55.96391687521643,-3.1856402713119096,45,Full-time,2,1,No,29027,3131,696,5.2,2,C,Child Benefit,Child Benefit,No,0
LEI-1521,EH6 4,55.96379679977563,-3.184643201316306,71,Retired,4,2,No,17299,2450,1145,10.2,5,E,"Child Benefit, Child Tax Credit",Child Benefit,No,2228
LEI-1522,EH6 6,55.96029649911574,-3.1843394367143714,47,Full-time,2,1,Yes,33615,12815,841,4.0,3,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1523,EH6 4,55.960273051363785,-3.1889198384874304,22,Part-time,1,0,No,15415,1138,581,2.5,1,E,Universal Credit,Universal Credit,No,0
LEI-1524,EH6 4,55.958687822309884,-3.1832867774770297,37,Full-time,4,2,Yes,38378,8089,864,4.7,3,C,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1525,EH6 4,55.96169878729825,-3.1847116306909156,55,Full-time,4,0,Yes,35928,6134,1186,12.6,5,F,PIP,PIP,Yes,678
LEI-1526,EH6 6,55.96171757688526,-3.186125263360379,61,Full-time,1,0,Yes,31927,23022,732,10.0,2,D,PIP,PIP,No,0
LEI-1527,EH6 4,55.95911902793444,-3.1889253569659326,64,Full-time,2,0,Yes,10793,7607,843,1.4,3,D,"Universal Credit, PIP",Universal Credit,Yes,3068
LEI-1528,EH6 6,55.95627172644298,-3.1902936081143087,22,Full-time,1,0,No,23189,1743,509,10.0,1,D,None,None,No,0
LEI-1529,EH6 4,55.95997226806721,-3.1856691818030773,49,Unemployed,1,0,No,6791,5591,653,2.5,2,D,Universal Credit,Universal Credit,No,1524
LEI-1530,EH6 6,55.95920345898026,-3.181890439531883,45,Unemployed,3,2,No,4776,15778,856,10.6,3,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1531,EH6 4,55.96174467847864,-3.1793193585997592,47,Full-time,4,3,No,28366,11246,891,0.4,3,E,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1532,EH6 4,55.96008801653788,-3.1840047895206576,46,Full-time,4,2,No,23506,8159,870,1.7,3,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1533,EH6 4,55.96206058976101,-3.186844604446728,22,Part-time,2,1,No,25822,8579,546,3.9,1,D,Child Benefit,Child Benefit,No,0
LEI-1534,EH6 6,55.96039167188972,-3.1865606360630205,28,Part-time,1,0,No,22387,1077,536,9.8,1,C,None,None,No,0
LEI-1535,EH6 6,55.96348083504799,-3.184150530041858,44,Full-time,1,0,No,41893,706,543,2.0,1,C,None,None,No,0
LEI-1536,EH6 4,55.96368092551535,-3.182009585500829,73,Retired,2,0,Yes,12587,2506,745,20.1,2,C,PIP,PIP,No,0
LEI-1537,EH6 6,55.9617421854957,-3.187793201706508,43,Part-time,4,3,No,14301,8385,954,2.0,4,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Tax Credit, Universal Credit",No,0
LEI-1538,EH6 6,55.962095314785365,-3.180523839103319,25,Full-time,3,0,No,36742,2152,1003,20.7,4,C,None,None,No,0
LEI-1539,EH6 6,55.95903510330421,-3.1808864971018815,23,Part-time,2,1,No,15926,6591,529,2.2,1,E,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1540,EH6 4,55.95812683132058,-3.1837098331653637,46,Part-time,3,0,No,13935,15174,986,3.5,4,C,Universal Credit,Universal Credit,No,0
LEI-1541,EH6 4,55.96297002011302,-3.1858830484465344,53,Full-time,3,0,No,35572,2586,725,14.9,2,D,None,None,No,0
LEI-1542,EH6 4,55.95872528016655,-3.1906461590052864,55,Unemployed,1,0,No,6167,1908,705,10.7,2,D,Universal Credit,None,Yes,538
LEI-1543,EH6 4,55.95814463807526,-3.187143765741181,37,Full-time,2,1,No,43119,4840,704,25.8,2,E,Child Benefit,Child Benefit,No,0
LEI-1544,EH6 6,55.96468531963301,-3.1824205151068066,51,Full-time,2,0,Yes,39919,790,599,23.5,1,D,PIP,None,No,0
LEI-1545,EH6 6,55.96095004950514,-3.189114259995015,31,Full-time,2,1,No,23316,10470,733,26.1,2,C,Child Benefit,Child Benefit,No,0
LEI-1546,EH6 4,55.961724339364565,-3.1846786235041793,25,Full-time,3,0,No,20622,1279,1002,6.1,4,D,None,None,No,0
LEI-1547,EH6 4,55.965158579351446,-3.1853204528835826,25,Full-time,2,1,Yes,45451,2391,807,7.6,3,C,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1548,EH6 4,55.961208187471435,-3.1798515923102793,21,Student,3,2,No,5296,3682,653,6.2,2,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,1503
LEI-1549,EH6 4,55.960625589797296,-3.180682966596754,36,Full-time,1,0,No,31742,4914,519,4.6,1,C,None,None,No,0
LEI-1550,EH6 6,55.960773618113386,-3.186499896008122,41,Part-time,1,0,Yes,13568,12313,691,4.0,2,E,"Universal Credit, PIP","Universal Credit, PIP",No,1236
LEI-1551,EH6 6,55.95796019463417,-3.187151608040395,31,Full-time,4,3,No,43564,7272,895,6.0,3,C,Child Benefit,Child Benefit,No,0
LEI-1552,EH6 4,55.95841395275057,-3.184651705589805,39,Full-time,2,1,No,35686,7450,838,2.1,3,F,Child Benefit,Child Benefit,No,0
LEI-1553,EH6 4,55.96190245545567,-3.191835914357384,20,Full-time,2,0,No,28850,678,833,6.5,3,E,None,None,No,0
LEI-1554,EH6 4,55.96356223181678,-3.1813290893945334,57,Full-time,4,2,Yes,33450,1536,970,5.7,4,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1555,EH6 4,55.96143687230897,-3.187467874957614,68,Retired,2,0,Yes,13563,7556,673,0.9,2,C,PIP,PIP,No,2558
LEI-1556,EH6 4,55.95983799657674,-3.186253086264339,55,Full-time,1,0,No,37508,1730,538,3.0,1,E,None,None,No,0
LEI-1557,EH6 4,55.96233248571573,-3.1826988640235445,70,Retired,5,0,Yes,16842,8225,1145,4.4,5,D,PIP,PIP,No,2015
LEI-1558,EH6 6,55.96145349857393,-3.18827282665848,38,Full-time,5,1,No,24401,10779,1133,9.2,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1559,EH6 4,55.96384372805999,-3.188305437780356,35,Part-time,1,0,No,14422,2434,742,1.5,2,C,Universal Credit,Universal Credit,Yes,1510
LEI-1560,EH6 6,55.960452033585526,-3.1869614692625134,35,Full-time,1,0,Yes,13744,725,508,6.8,1,D,"Universal Credit, PIP","Universal Credit, PIP",No,0
LEI-1561,EH6 4,55.96146891706207,-3.1805923012792396,62,Full-time,2,1,No,32706,6809,814,5.1,3,D,Child Benefit,Child Benefit,No,0
LEI-1562,EH6 4,55.96161751258672,-3.1828976861176397,32,Full-time,5,2,No,29676,142,1182,2.4,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1563,EH6 6,55.96206598889929,-3.186902814029204,19,Full-time,4,2,No,33125,769,1147,0.6,5,B,Child Benefit,Child Benefit,No,0
LEI-1564,EH6 6,55.95961637326399,-3.1784992491124755,44,Full-time,2,0,Yes,28243,1255,738,1.9,2,E,PIP,PIP,No,0
LEI-1565,EH6 4,55.96005077598047,-3.1875764004447436,34,Full-time,1,0,Yes,41093,3628,659,4.2,2,D,PIP,PIP,No,0
LEI-1566,EH6 4,55.96151267535022,-3.184679081233379,48,Full-time,1,0,Yes,31333,1953,599,34.2,1,F,PIP,PIP,No,0
LEI-1567,EH6 4,55.96414439631511,-3.179580278425776,78,Retired,4,0,No,10105,4637,1156,5.0,5,D,Pension Credit,None,Yes,1956
LEI-1568,EH6 6,55.9633271492177,-3.186198919984464,51,Part-time,1,0,No,15311,7392,555,2.8,1,E,Universal Credit,Universal Credit,No,0
LEI-1569,EH6 4,55.95994721251305,-3.1823589722660413,49,Unemployed,2,0,No,8010,1399,846,2.5,3,E,Universal Credit,Universal Credit,No,1567
LEI-1570,EH6 4,55.96008940242882,-3.1827531664467004,70,Retired,2,1,No,16852,11125,697,8.6,2,G,Child Benefit,Child Benefit,No,623
LEI-1571,EH6 6,55.962490747362374,-3.1825028144630894,37,Full-time,2,0,Yes,34952,4404,734,10.6,2,C,PIP,PIP,No,0
LEI-1572,EH6 4,55.962787659412804,-3.1828020533705543,54,Part-time,2,0,No,13042,471,850,1.7,3,D,Universal Credit,Universal Credit,Yes,2016
LEI-1573,EH6 6,55.96405997705938,-3.1838990981626765,48,Full-time,3,1,No,38038,2849,1003,0.0,4,D,Child Benefit,Child Benefit,No,0
LEI-1574,EH6 6,55.95930439362024,-3.1855721168417372,40,Part-time,1,0,No,16331,324,678,0.4,2,E,Universal Credit,Universal Credit,No,358
LEI-1575,EH6 6,55.96128464546672,-3.1777744499599727,64,Unemployed,2,1,No,6855,3397,709,10.6,2,C,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1576,EH6 4,55.959586581103274,-3.1791981955790383,55,Full-time,1,0,No,27815,21489,531,0.1,1,D,None,None,No,0
LEI-1577,EH6 4,55.962484213767,-3.185803028095489,39,Full-time,2,1,No,36404,12300,889,6.5,3,B,Child Benefit,Child Benefit,No,0
LEI-1578,EH6 4,55.961586775825474,-3.181417866686846,59,Full-time,2,0,No,28971,15020,850,10.1,3,C,None,None,No,0
LEI-1579,EH6 6,55.96335388692093,-3.188936018936185,45,Part-time,1,0,No,9490,3744,538,4.1,1,D,Universal Credit,Universal Credit,No,0
LEI-1580,EH6 6,55.96245033384865,-3.187011863069378,43,Part-time,3,1,No,16871,10373,828,1.5,3,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1581,EH6 6,55.96157192627647,-3.1894494584181095,31,Full-time,2,1,No,18530,489,528,16.3,1,E,Child Benefit,Child Benefit,No,1695
LEI-1582,EH6 4,55.95991411606374,-3.186437598435297,30,Part-time,4,1,Yes,18468,18533,1190,0.7,5,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1583,EH6 6,55.96315957359312,-3.1882636494653043,45,Part-time,4,1,No,11455,4581,982,2.9,4,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1584,EH6 4,55.961482488750185,-3.1848208491000722,37,Full-time,2,1,Yes,29975,2467,517,0.1,1,D,"Child Benefit, PIP",PIP,No,0
LEI-1585,EH6 6,55.96478767661383,-3.185179833507418,34,Full-time,1,0,Yes,48773,14773,512,0.4,1,E,PIP,PIP,No,0
LEI-1586,EH6 4,55.963102218249595,-3.1808323206162328,55,Part-time,4,2,No,9021,3581,1030,21.4,4,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1587,EH6 6,55.960007004394264,-3.182576157298983,33,Full-time,2,0,No,30082,3342,518,1.6,1,E,None,None,No,0
LEI-1588,EH6 4,55.96376961968678,-3.1870929781558255,35,Full-time,5,4,No,36165,588,1120,4.3,5,D,Child Benefit,Child Benefit,No,0
LEI-1589,EH6 4,55.959074062940104,-3.183218074322407,32,Full-time,1,0,No,26458,17396,566,1.3,1,E,None,None,No,0
LEI-1590,EH6 4,55.962489915940644,-3.180814219492906,19,Full-time,1,0,No,35655,6944,520,6.3,1,D,None,None,No,516
LEI-1591,EH6 6,55.96172636052177,-3.186706154781555,46,Full-time,1,0,No,12391,3593,546,2.0,1,D,Universal Credit,Universal Credit,No,0
LEI-1592,EH6 4,55.96266558024812,-3.1811121692496265,33,Full-time,1,0,Yes,19193,1336,676,4.2,2,C,PIP,None,No,0
LEI-1593,EH6 6,55.95939863283742,-3.1844002185557376,54,Full-time,2,1,Yes,20287,1903,843,1.1,3,E,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1594,EH6 6,55.96350454279989,-3.185805456181575,30,Part-time,2,1,Yes,17792,9165,729,8.2,2,D,"Child Benefit, PIP",PIP,No,1373
LEI-1595,EH6 4,55.96258979179002,-3.181847841816618,58,Full-time,4,2,No,20980,6255,993,2.5,4,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1596,EH6 4,55.961412449577665,-3.1834018420112447,25,Full-time,5,0,No,36195,8585,1171,25.6,5,E,None,None,No,0
LEI-1597,EH6 4,55.96007900451603,-3.186166048993135,50,Full-time,2,1,No,48682,2727,669,3.0,2,F,Child Benefit,Child Benefit,No,0
LEI-1598,EH6 4,55.961999734182776,-3.184135594186559,42,Full-time,3,0,No,29265,875,743,1.6,2,F,None,None,No,0
LEI-1599,EH6 6,55.96298341849038,-3.1787479965872905,55,Part-time,3,1,No,21904,1740,836,9.0,3,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
